"id","make","model","version","manufacturing_year","engine_hp","engine_cc","fuel_type","battery_kwh","transmission_type","body","driven_wheels","doors_no","passengers_no","km_no","price","currency","price_details","offered_by","vin","dealer_warranty_included","pollution_norm","co2_emissions","tech_state","origin_country","location","county","equipments","description","particulate_filter","ad_url","first_registration_date","registered","owner_no","service_history","color","metallic_paint","date_posted","created","add_date","add_id","category","cc","collection_date","first_owner","gearbox","generation","image","ingest_file_id","vehicle_manufacturer","manufacturer_year","vehicle_model","name","postal_code","registration_date","site_id","source","state","tuning"
"0002f597-9f67-5af6-b844-f3c4d03026c7","AUDI","A6 ALLROAD QUATTRO","None","2013","313","296","D",\N,"A","Combi","4x4 (automat)","5","5","260000","13490.00","EUR","None","Privat","None","None","NONE","None","NONE","ROMANIA","Brasov","Brasov","None","Masina se poate vizualiza in Brasov.
Proprietar de aproximativ 2 Ani, masina este utilizata zilnic. Vand pentru ca plec din tara pe termen lung(UK).
- Senzori ploaie, senzori lumini, spalator faruri, senzori presiune roti
- Active sound booster - se modifica sunetul evacuarii pe modul dinamic
- Pilot automat
- Senzori parcare fata+spate
- Clima pe 4 zone
- Scaune incalzite fata
- Asistenta coborare panta
- Coming/Leaving home, lumini ambientale, LED interior
- Jukebox + DVD + AUX + 2 carduri SD + DAB Radio + Bluetooth streaming
- Audi MMI
- Padele pentru schimbarea vitezelor in modul manual

Masina are perina de aer dreapta spate defecta!

Stare tehnica si estetica buna, pretul este negociabil! 12490 Euro
Acte la zi.

Pentru mai multe detalii sau poze, va rog sa ma contactati whatsapp.
zero, zero, trei, patru, sase,doi,patru,unu,zero,unu,sapte,noua,sase
Sau nr de telefon: 

Vezi numarul","None","https://www.autovit.ro/autoturisme/anunt/audi-a6-allroad-ID7HluOh.html","2013-01-22","NONE","None","None","NEGRU","NONE","2024-05-09","2024-05-13 16:40:08","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0003051c-3b95-57a6-9fed-4609b23a6355","RENAULT","KOLEOS","None","2011","150","1995","D",\N,"M","None",\N,"5",\N,"311000","4750.00","EUR","Negociabil","Proprietar","None",\N,"NONE",\N,"SECOND HAND","NONE","Mioveni, Judet Arges","","","FIRMA AUTORIZATA IN COMERTUL AUTO

CU GARANTIE 6 LUNI PENTRU MOTOR SI CUTIE DE VITEZE

CU POSIBILITATE DE FINANTARE - RATE FIXE PE O PERIOADA DE PANA LA 5 ANI, CU APROBARE RAPIDA (20 MIN) 
DOAR CU BULETINUL

RENAULT KOLEOS

Anul fabricatiei 2011

Km 311000 reali, trecuti in factura, cu carte service

Motorizare 2.0 diesel 150 cp euro 5

CUTIE DE VITEZE MANUALA 

Dotari:

* DUBLU CLIMATRONIC
* Senzori parcare
* Geamuri electrice
* Servo-directie
* Frana de parcare electrica
* inchidere centralizata
* keyless entry/Go
* 2 cartele
* navigatie TomTom, Bluetooth
* Carlig remorcare

Masina se afla in stare perfecta de functionare, toate dotarile functionale. Se accepta orice test.
Consum 7%
 
Revizie efectuata, distributie inlocuita.
Baterie noua.

Masina detine carte de Romania 
Numere provizorii valabile 90 de zile.

Posibilitatea de fi achizitionata in rate, doar cu buletinul, prin intermediul TBI BANK","None","https://www.autovit.ro/anunt/renault-koleos-ID7HbQYz.html",\N,"NONE","None",\N,"ALB","NONE",\N,"2023-05-16 12:01:09",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00030fbb-d9e3-5bf4-aa87-8acd4eca4ff2","VOLKSWAGEN","PASSAT","None","2012","140","200","D",\N,"M","Berlina","None","4",\N,"312000","6750.00","EUR","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Proprietar vind passat 2012 capacitate motor 2000 cm3 140 cp km reali carte service la zi la reprezentanta itp asigurare valabile consumabile schimbate vopsea originala .Dublu climatronic 4 geamuri electrice oglinzi electrice navigatie mare senzori de parcare fata spate jante aliaj calculator de bord radio cd . Nu ma intereseaza schimburi","None","https://www.olx.ro/d/oferta/passat-2012-capacitate-motor-2000-cm3-IDiaOqC.html",\N,"INMATRICULAT","None","None","NEGRU","NONE","2024-04-30","2024-05-03 20:30:41","2024-05-04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000314b3-2db9-5b2f-9200-1659d00938cb","MERCEDES","EQT","None","2013","100","1800","D",\N,"missing","Altele","None","None",\N,"677465","35000.00","EUR","None","avenue","None","None","NONE","None","NEAVARIATA","ROMANIA","Caransebes","Caras-Severin","None","Mercedes-Benz Actros cap tractor cu remorca Publi24_1701952108","None","https://www.publi24.ro/anunturi/auto-moto/masini-second-hand/mercedes-benz/eqt/anunt/mercedes-benz-actros/3e34i7h943gg7299200fe924469425d7.html",\N,"INMATRICULATA","None","None","missing","NONE","2023-12-21","2023-12-22 18:03:20",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0003209c-6e05-590d-887c-86968533d790","SEAT","IBIZA","Coupe 1.8 TSI Start&Stop Cupra","2016","192","179","U",\N,"M","Coupe","Fata","3","5","62500","13200.00","EUR","None","Privat","None","None","EURO 5","124 g/km","NONE","ROMANIA","Timisoara","Timis","None","Unic proprietar.
Masina a fost foarte ingrijita si in special pe partea de piese. Nu au fost probleme cu ea in afara de ambreaj si frane (placute si discuri).

Ambreajul a cedat la 20.000km si am pus Sachs ca sa stiu ca nu vor mai fi probleme.

Franele sunt Brembo si pe fata si pe spate schimbate acum cateva luni la 60.000km.

In rest nu au existat probleme.

Din fabrica i-am pus aparatoare de noroi si un eleron original.

I-am pus soft Revo Stage 1 - 230 ps pentru acceleratie lina, masina din fabrica era foarte agresiva.

Masina nu a participat la curse de nici un fel si nu a fost fortata in nici un fel.

Are multiple zgarieturi exterioare pentru care am poze. Am luat in calcul toate aceste neajunsuri la pret.

Masina are fiecare alimentare pusa pe siteul spritmonitor.de si are consumul real de 10.26 l/100km pe toti cei 62956km (inregistrati pe soft). 72% din acestia sunt in oras.","None","https://www.autovit.ro/autoturisme/anunt/seat-ibiza-coupe-1-8-tsi-start-stop-cupra-ID7Hm67m.html","2016-09-09","NONE","None","None","ALB","METALIZATA","2024-05-09","2024-05-13 20:57:40","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000324cf-0d39-5c1d-86e1-6c6e40669ff0","RENAULT","MEGANE","None","2014","110","14613","D",\N,"M","None",\N,"4",\N,"214500","5950.00","EUR","Negociabil","Firma","None",\N,"NONE",\N,"SECOND HAND","OLANDA","Strada Calea Aurel Vlaicu numar 161 - 310160 Arad, Judet Arad (Romania)","","","Renault Megane 1.5 Diesel 110 Cp 2014 Euro 5

*** MASINA SE AFLA IN TIMISOARA! ***

* An 2014
* Motor 1500 cmc diesel
* 110 cai putere
* Norma de poluare Euro 5
* Rulaj 214500 km reali cu carte service originala
* Cutie de viteze manuala cu 6+1 trepte
* Geamuri electrice fata si spate
* Oglinzi incalzite electric
* Computer de bord
* Comenzi pe volan
* Navigatie
* Pilot automat
* Start-Stop
* Parktronic
* Pachet chrome
* Interior curat, fara uzura
* Proiectoare de ceata
* Inchidere centralizata cu cheie, doua chei
* ABS, ESP, servodirectie, airbag-uri
* Import Olanda, numere valabile
* Consumabile schimbate
* Stare de functionare ireprosabila
* Accept orice test!

*** NU RASPUND LA MESAJE SAU MAIL! ***
*** PROPRIETAR PERSOANA FIZICA! ***

Pret 5950 euro negociabil. Telefon  073 - Arata numarul -","None","https://www.autovit.ro/anunt/renault-megane-ID7Hex75.html",\N,"NONE",\N,\N,"GRI","NONE","2023-08-07","2023-08-08 06:01:46",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0003295d-137d-5f5f-8839-d63a07882b27","OPEL","GRANDLAND X","None","2020","131","149","D",\N,"missing","Suv","None","None",\N,"125000","16900.00","EUR","negociabil","Smart Trade","None","None","NONE","None","NEAVARIATA","ROMANIA","Sector 5","Bucuresti","None","Opel Grandland X 1.5 diesel 12.2020
131 cp Publi24_1717080805","None","https://www.publi24.ro/anunturi/auto-moto/masini-second-hand/opel/grandland-x/anunt/grandland-x-de-vanzare/gee934f4hdi77gf8d4525gdf5g41igi2.html",\N,"INMATRICULABILA","None","None","missing","NONE","2024-05-30","2024-06-05 17:26:25","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00035f0c-9db7-4962-bcfc-2ee85afc678b",\N,\N,"TCe 130 2WD Sondermodell Extreme",\N,"131",\N,"U",\N,"M",\N,\N,"5",\N,"17065","12850.00","EUR","Se emite factura","Firma",\N,\N,"Euro 6",\N,\N,"Germania","Str Razboieni nr 10 - 110224 Pitesti, Judet Arges (Romania)","Arges","","
        Dacia Duster 1.3 TCE 131cp
VIN: VF1HJD20163153674
Faruri automate
Camera 360g
Senzori de unghi 
Scaune incalzite 
Senzori de parcare 
Senzori presiune pneuri
Navigatie full europa cu ecran tactil
Key Less Entry/Go
Geamuri fumurii cu protectie solara
Jante aliaj 17 cu anvelope vara
Lumini de zi LED
Tractiune 4x2
Climatronic 
Hill Descend Assist
Functie ECO
Computer bord
Pilot automat
Limitator viteza
Faruri ceata
4x geamuri electrice
Oglinzi electrice
Oglinzi incalzite
Cotiera fata
Radio / CD / Bluetooth / USB
Start / Stop
Comenzi volan
Sistem control tractiune
Senzori presiune pneuri
Autoturismul se prezinta intr-o stare perfecta
Posibillitate Rate/Credit/Finantare. Buy/Back    ","Da",\N,\N,\N,\N,\N,"Rosu",\N,\N,"2023-11-28 05:02:06","2023-04-16","https://www.autovit.ro/anunt/dacia-duster-tce-130-2wd-sondermodell-extreme-ID7HaG7t.html","Autoturisme","1332","2023-04-16",\N,"Manuala","II [2018 - Prezent]","https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjZwYjM4OG93N3cwajMtQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.Lg1t1f-bklIO2rZu-qtoDTnm9aoSsgceb4W7iqPxI_k/image;s=732x488",\N,"DACIA","2019","DUSTER","Dacia Duster TCe 130 2WD Sondermodell Extreme","110224","2019-05-31","7050857463","AUTOVIT","Second hand",\N
"00036e4c-378e-5475-83e0-db9efbae84f5","JAGUAR","I-PACE","HSE","2022","400",\N,"E",\N,"A","SUV","4x4 (automat)","5",\N,"12500","88060.00","EUR","None","Firma","None","None","NONE","None","NONE","ROMANIA","nr 177 - 700545 Iasi","Iasi","None","Vopsea nemetalizata alba Fuji White 
 Scaune Sport din piele Windsor Ebony cu interior negru Ebony/Ebony 
 Pachet Cold Climate contine:
Parbriz incalzit 
Jeturi de apa incalzite 
Volan incalzit - 
 Functia de ionizare a aerului din habitaclu cu filtru PM2.5 
 Incarcare wireless cu amplificator de semnal 
Suport pahare fata cu acoperitoare 
 Suspensie pneumatica (suspensie pneumatica fata&spate) 
 Sistem de reglare automata a suspensiei - Adaptive Dynamics (contine modul
Dynamic)
 Oglinda interioara retrovizoare ClearSight 
 Jante din aliaj de 20"" cu 6 spite - 'Style 6007' Gloss Sparkle Silver 
 Scaune fata incalzite&ventilate, reglabile electric pe 16 directii si reglajul
manual al tetierelor 
 Plafon panoramic fix 
 Geamuri privacy 
 Prezoane antifurt 
Faruri de ceata fata 
 Lumina ambientala configurabila 
 Senzor de intruziune (protectie perimetrica si volumetrica) 
 Covorase din mocheta 
 Sistem Adaptive Surface Response 
 Sistem Click&Go - mecanism montat pe spatele scaunelor fata care permite
atasarea tabletelor pentru sistem multimedia spate","None","https://www.autovit.ro/autoturisme/anunt/jaguar-i-pace-hse-ID7HeFbC.html",\N,"NONE","None","None","ALB","NONE","2023-10-23","2023-10-26 14:57:30",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000372a6-6e47-58cf-921d-cc88ebac8491","VOLVO","XC60","None","2014","181","200","D",\N,"M","SUV","None","5",\N,"206000","12800.00","EUR","None","Persoana fizica","YV1DZ73C1E2562869","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Volvo xc60 Manual
km 206000 reali, tester plus starile tehnice pentru a arata autenticitatea lor
Masina este 4x2
Anvelopele au un profil de 90%
Jantele nu sunt zgariate
Schimbul de ulei a fost facut!
Interior din material
Senzori de ploaie
Senzori de parcare
Franare la o viteza sub 60km/h
Pentru alte detalii, la telefon","None","https://www.olx.ro/d/oferta/volvo-xc60-2-0-181-kinetic-manual-IDihLDk.html",\N,"NEINMATRICULAT","None","None","BEJ","NONE","2024-05-13","2024-05-18 10:33:24","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00038410-43bd-59bd-8b18-8067c32e6f8f","CITROEN","XSARA PICASSO","None","2005",\N,"1749","U",\N,"M","Monovolum",\N,\N,\N,"198000","1390.00","EUR","Negociabil","Proprietar","",\N,"",\N,"UTILIZAT","","Ramnicu Valcea, judet Valcea","Valcea","","Numar sasiu VF7CH6FZC39918593
Model	XSARA PICASSO
Km 198000 REALI
Carte Service
I
An fabricaEie 2005
1,8 benzina capacitate 1749 cm
116 cai putere
AZnchidere centralizatA 2 chei
Oglinzi electrice AncAlzite 
Aer Conditionat automat (clima)
4xgeamuri electrice
Pilot automat
Cotiere
Jante aluminiu 15 anvelope iarna.
Incalzire SCAUNE
PROIECTOARE CORNERING
EURO 4
abs / srs / asr / esp 
COMPUTER BORD
geamuri electrice/ionizate 
Radio/Cd
Comenzi volan

Volan reglabil scaune reglabile fata si spate

Azi 09.03.2021 s-au scos numere rosii pentru 3 luni.","","https://www.olx.ro/oferta/citroen-xsara-picasso-IDeEwUn.html#b67e75ea05","2005-05-31","",\N,\N,"VERDE","","2021-04-05","2021-10-19 17:23:36",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00038529-9bdd-5da6-949e-96b269484f82","RENAULT","ZOE","None","2020","135",\N,"E",\N,"A","Hatchback","None","5",\N,"40000","21000.00","EUR","None","Persoana fizica","VGF1G000365601798","None","NONE","None","NONE","ROMANIA","Craiova","Dolj","None","DESCRIERE
Renault Zoe R 135
Culoare Blanc Glacier
Baterie 52 KWH
Autonomie 250-300 km
Toate optiunile inafara de scaune incalzite si sistemul BOSE audio
40000 km
Jante + Cauciucuri de iarna Nokian","None","https://www.olx.ro/d/oferta/renault-zoe-2020-r135-intens-52-kwh-IDhBz2o.html",\N,"INMATRICULAT","None","None","ALB","NONE","2023-09-28","2023-10-26 18:30:18",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00038b09-f415-5d33-95ec-693f657be9ed","OPEL","INSIGNIA","None","2012","140",\N,"D",\N,"missing","None",\N,\N,\N,"135000","6680.67","NONE","None","None","",\N,"NONE",\N,"NONE","NONE","None","None","None","None","None","None",\N,"NONE",\N,\N,"NONE","NONE","2018-02-26","2021-10-11 14:25:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000400c6-97ab-5084-aa8f-0a9d7028004a","RENAULT","CLIO","IV 1.2 Life","2018","75","114","U",\N,"M","Combi","Fata","5","5","48152","9500.00","EUR","None","Privat","None","None","EURO 6","127 g/km","NONE","ROMANIA","Timisoara","Timis","None","","None","https://www.autovit.ro/autoturisme/anunt/renault-clio-iv-1-2-life-ID7HlQcW.html",\N,"NONE","None","None","ROSU","NONE","2024-04-21","2024-04-22 20:00:59","2024-05-04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00041b0a-2865-526a-affb-6aee9dca1e4e","TOYOTA","C-HR","1.8 HSD 122 CP 4x2 CVT C-ult Style","2020","98","179","HIBRID",\N,"A","SUV","Fata","5","5","97929","20950.00","EUR","None","Firma","None","None","NONE","120 g/km","NONE","ROMANIA","Romania - 015015 Bucuresti","Bucuresti","None","Masina achizitionata de noua din Romania.Tva inclus si deductibil
Se poate finanta atat pe persoana fizica ( credit auto ) cat si persoana juridica ( leasing financiar).Se ofera garantie 1 an.","None","https://www.autovit.ro/autoturisme/anunt/toyota-c-hr-1-8-hsd-122-cp-4x2-cvt-c-ult-style-ID7Hj4Ty.html","2021-04-07","NONE","None","None","ALBASTRU","NONE","2024-01-05","2024-01-10 15:28:19",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"00042bad-5589-4450-aa58-44f2025b3cf4",\N,\N,"2.0 TDI 4Motion",\N,"140",\N,"D",\N,"M",\N,\N,"5",\N,"252000","7650.00","EUR","Negociabil","Proprietar",\N,\N,"Euro 4",\N,\N,\N,"Brasov, Judet Brasov","Brasov","","
        Vw Tiguan an fabricație 2008 ,Motor diessel 1968cm TDI 143 cai ,Km reali cu verificare unde doriți 252500.Dotari: Dublu klimatronic, Navigatie mare cu android afișează și kilometrajul cu cât de deplasezi,
Toate geamurile electrice, Închidere centralizata, 2chei briceag,
Tapiterie de plus curata,Panoramă mare funcțională, Volan multifuncțional, Computer de bord ,10 Airbag-uri, Bord refrigerat, Faruri automate, Cârlig de remorcare, Niciun martor aprins la bord, Motorul merge foarte bine tobele sunt curate nu scoate gram de fum. Arata farte bine interior și exterior nu are zgârieturi sau lovituri . Accept tesst autorizat unde doriți.Mai multe relați la telefon  074 - arata numarul -     ",\N,\N,\N,\N,\N,\N,"Negru",\N,\N,"2023-11-28 03:07:16","2023-03-03","https://www.autovit.ro/anunt/volkswagen-tiguan-2-0-tdi-4motion-ID7H8NjE.html","Autoturisme","1968","2023-03-03",\N,"Manuala",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjU1bDZvbjJpd2hndjItQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.FLejDLoIbJzPMRaN3USGdrxxd5JegaLSYolfkluoKJE/image;s=732x488",\N,"VOLKSWAGEN","2008","TIGUAN","Volkswagen Tiguan 2.0 TDI 4Motion",\N,"2008-05-31","7050408470","AUTOVIT","Second hand",\N
"00043777-d21c-5d44-9868-222360a5eab8","SEAT","EXEO","None","2010","130","199","D",\N,"M","Break","None","5",\N,"264000","4000.00","EUR","None","Persoana fizica","None","None","NONE","None","NONE","ROMANIA","None","None","None","DESCRIERE
Seat exeo 2.0 tdi euro 5 an 2010
Revizii la zi. Distributie si volanta schimbate
Un pic lovita bara din spate","None","https://www.olx.ro/d/oferta/seat-exeo-2-0-tdi-euro-5-an-2010-IDigZgn.html",\N,"INMATRICULAT","None","None","NEGRU","NONE","2024-05-10","2024-05-25 06:04:22","2024-06-12",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"000442f1-de06-4f0c-9bc1-c6edf6927336",\N,\N,"2.2 CRDi 4WD AT",\N,"200",\N,"D",\N,"A",\N,\N,"5",\N,"163800","18800.00","EUR","Negociabil","Proprietar",\N,\N,"Euro 6",\N,\N,"Germania","Oradea, Judet Bihor","Bihor","","
        HYUNDAI SANTA FE 2,2 CRDI 200CP AUTOMATIC 4X4, FACELIFT
Modelul FACELIFT 2016
INCALZIRE SCAUNE FATA
VENTILATIE SCAUNE FATA
INCALZIRE BANCHETA SPATE
INCALZIRE VOLAN
CAMERA VIDEO MARSARIER 360 GRADE
PANORMA PLAFON CU JALUZEA RETRACTABILA ELECTRIC
Faruri XENON/ Led
Lane assist / FRONT ASSIST / SIDE ASSIST
Sistem navigatie professional cu Touchscreen
Sistem audio professional INFINITY
USB / Aux-IN 
Bluetooth / Telefon
LED Daylight + Lampi spate-LUMINI DE ZI
Auto HOLD / AUTOHILL
ISOFIX
Frana de mana electrica
Senzori parcare cu afisaj (camera)
Banchete spate reglabile
Geamuri spate si luneta fumurii de fabrica
Perdele geamuri laterale spate
Pilot automat cu functie de franare
PRIZA 230V PORTBAGAJ
Jante aliaj Hyundai cu anvelope MICHELLIN
Asistenta la coborarea in panta
Suport pahare
Senzori lumina
Proiectoare ceata
Cârlig remorcare
ABS / ESP
Inchidere centralizata
Alarma
• Stergatoare parbriz automate
• Senzor de ploaie
• Oglinda retrovizoare interioara electrocromacnetica
• Oglinzi retrovizoare incalzite
• Oglinzi retrovizoare ajustabile electric / Pliabile electric din telecomanda
Stare ireprosabila, toate reviziile sunt facute si trecute in cartea de service HYUNDAY
Ultima revizie s-a facut la 161 800km, in luna DEC 2022: DISCURI,PLACUTE,FILTRE SI ULEI
stare tehnica si estetica bună, fără accidente istoric curat, vopsea originală fără elemente revopsite, nu este cozmetizata pt vânzare, ulei+filtre plăcute frana înlocuite, Servisata la zi...
VIN : KMHSW81XDGU645353
Detin si ofer la cerere raport CAR VERTICAL.    ",\N,\N,\N,\N,\N,\N,"Negru",\N,\N,"2023-11-28 03:30:51","2023-03-12","https://www.autovit.ro/anunt/hyundai-santa-fe-2-2-crdi-4wd-at-ID7H95gW.html","Autoturisme","2199","2023-03-12",\N,"Automata",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6ImN3bTVpaDdjbnkxcDMtQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.xTT4BL-V8sT6OnxjcBQ2O_0liHhERAda4xP2EQ4ITRU/image;s=732x488",\N,"HYUNDAI","2016","SANTA FE","Hyundai Santa Fe 2.2 CRDi 4WD AT",\N,"2016-05-29","7050477493","AUTOVIT","Second hand",\N
"00046115-6bdc-5ee0-9375-16b5a814b14e","VOLKSWAGEN","PASSAT CC","2.0 TSI","2008","200","1984","U",\N,"M","None",\N,"4",\N,"179180","6999.00","EUR","Negociabil","Proprietar","None",\N,"NONE",\N,"SECOND HAND","DANEMARCA","Segarcea, Judet Dolj","","","vw passat cc 
an fabricatie 08/2008
motor 2.0 benzina 200cp
geam panoramic
interior piele
Comenzi pe volan 
Bluethoot 
Auxiliar 
Pilot automat 
Dublu climatronic 
Scaune incalzite 
Faruri automate XENON 
cornering 
Senzori de parcare 
Perdea spate electrica 
Suspensie reglabila ,,sport confort normal,,
carte service 
tel 07663088553","None","https://www.autovit.ro/anunt/volkswagen-passat-cc-2-0-tsi-ID7H8UMk.html",\N,"NONE","None",\N,"NEGRU","NONE",\N,"2023-03-08 06:02:46",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0004acc2-f47a-480d-86fd-bef81ab3a8f4",\N,\N,\N,\N,"130",\N,"D",\N,"M",\N,\N,"4",\N,"55535","18490.00","EUR","TVA deductibil, Negociabil, Se emite factura","Firma",\N,\N,"Euro 6",\N,\N,"Romania","Str. Calea Bucuresti nr 115,comuna Pielesti - 200000 Craiova, Judet Dolj (Romania)","Bucuresti","","
        Prima inmatriculare 08.2018/Euro 6
Putere : 110 CP
Dimensiuni utile bena: Lungime: 2.60 m, Latime: 1.87 m, Inaltime: 1.68
3 locuri
Aer conditionat
Conexiune Bluetooth
Geamuri electrice
Oglinzi electrice
Lumini de zi
Cotiera scaun sofer
Radio/CD Mp3 - AUX - USB - BT JVC
Computer bord
ABS/ESP
Inchidere centralizata
Servo directie
Usa culisanta
Transmisie manuala (6+1)    ",\N,\N,\N,"Da",\N,\N,"Alb",\N,\N,"2023-11-28 09:22:57","2023-07-14","https://www.autovit.ro/anunt/peugeot-boxer-ID7Hdwoo.html","Autoturisme","1997","2023-07-14",\N,"Manuala",\N,"https://ireland.apollo.olxcdn.com/v1/files/eyJmbiI6IjNrajg0NDhpbW14ZDItQVVUT1ZJVFJPIiwidyI6W3siZm4iOiJxN216NTNiaWZwemstQVVUT1ZJVFJPIiwicyI6IjE2IiwicCI6IjEwLC0xMCIsImEiOiIwIn1dfQ.oHgw9jGYs2DJIdtwnast5wrt2W6abB8Sh9_rNR4kn5Y/image;s=732x488",\N,"PEUGEOT","2018","BOXER","Peugeot Boxer","200000","2018-05-31","7051531212","AUTOVIT","Second hand",\N
"0004b61e-59cf-57ac-b385-ace8e3eae124","RENAULT","MEGANE","None","2006",\N,"1900","D",\N,"M","Berlina",\N,\N,\N,"234000","1800.00","EUR","Negociabil","Proprietar","",\N,"",\N,"UTILIZAT","","Timisoara, judet Timis","Timis","","Renault megane 2
Motor 1.9
An 2006
Masina este in stare buna de functionare cat si estetic.
Pret:
1800 euro","","https://www.olx.ro/oferta/renault-megane-2-IDeSQQC.html#e0da8025ad","2006-05-31","",\N,\N,"ROSU","","2021-05-05","2021-10-19 17:24:48",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"0004d73f-1e5d-55fb-b8bb-016943df3530","FORD","FIESTA","1.0 EcoBoost Powershift Titanium","2019","100","999","U",\N,"A","Masina de oras","Fata","5","5","45140","13989.00","EUR","None","Firma","None","None","EURO 6","118 g/km","NONE","ROMANIA","Romania - 050696 Bucuresti","Bucuresti","None","CLASS AUTOMOTIVE  Dealer Auto Rulate
--Experienta 15 ani--

Ford Fiesta 1.0 Ecoboost Titanium Automat

Serie sasiu: WF0JXXGAHJHE18220

Pret: 13.990 EURO TVA inclus si Deductibil

Factura se va emite in lei la cursul de vanzare euro al Bancii Transilvania din data efectuarii platii.

Garantie

Istoric service Ford detaliat
Autoturism verificat tehnic
KM garantati contractual

Dotari:

- Lumini de zi LED

- Faruri cu lupa

- Proiectoare ceata

- Jante aliaj

- Stopuri LED

- Senzori de parcare spate cu afisaj

- Volan multifunctional imbracat in piele

- Start - Stop

- Climatronic

- Scaune fata incalzite

- Parbriz incalzit

- Volan incalzit

- Navigatie

- Android Auto si Apple Carplay

- Keyless GO

- Keyless Entry

- Geamuri electrice fata-spate

- Oglinzi reglabile, incalzite si rabatabile electric

- Lane Assist

- Senzor ploaie si lumina

- Cruise control


Pret finantare: 14.270 euro tva inclus si deductibil.

Descrierea autovehicului este strict informativa, pot exista greseli de dactilografiere (optiuni, performanta a motorului, capacitate cilindrica, transmisie etc.)

In caz de nelamuriri cu privire la optiunile prezentate, ne puteti contacta telefonic pentru detalii suplimentare.","None","https://www.autovit.ro/autoturisme/anunt/ford-fiesta-1-0-ecoboost-powershift-titanium-ID7HeuyY.html","2019-01-11","NONE","None","None","ALB","NONE","2023-10-21","2023-10-26 11:58:04",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
